status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150911540894999,"""We hear it time and time again that business needs certainty,"" said the chairman of KPMG’s British operations.","‘Brexit’ Prompts Many British C.E.O.s to Consider Relocating, Survey Finds",link,http://nyti.ms/2dsP6zn,2016-09-26 02:55:01,211,26,47
5281959998_10150911025624999,"Many Jews in Kaifeng, China, see striking similarities between Jewish and Confucian thought.",Jewish and Chinese: Explaining a Shared Identity,link,http://nyti.ms/2dk7bU0,2016-09-26 01:55:00,531,50,236
5281959998_10150909119939999,Travel to so-called hot spots no longer stands out as an automatic sign of danger.,How Ahmad Khan Rahami Passed Through a Net Meant to Thwart Terrorists,link,http://nyti.ms/2cWjmnN,2016-09-26 00:55:00,69,16,6
5281959998_10150910955079999,"""There are many politically prominent Christians today who should think and act more like Lewis,"" the man behind ""The Chronicles of Narnia.""

Read on in The New York Times Opinion Section.",The Political Magic of C.S. Lewis,link,http://nyti.ms/2cufkPL,2016-09-25 22:55:00,1058,49,441
5281959998_10150909575679999,"As children grow up, how can they, and how should they, begin to participate in making medical decisions?",When Should Children Take Part in Medical Decisions?,link,http://nyti.ms/2d6OG3Q,2016-09-25 21:55:01,143,18,28
5281959998_10150910997764999,"""Artificial sweeteners have allowed me to luxuriate in coffee as if each cup were a delicious little dessert, even if my body is fundamentally bad at processing sugar.""

Read on in The New York Times Opinion Section.",The Sweet Relief of Splenda in My Purse,link,http://nyti.ms/2culcsb,2016-09-25 20:55:00,179,49,38
5281959998_10150911360259999,Arnold Palmer has died at 87. He helped bring the sport of golf (and a drink) to the masses. http://nyti.ms/2cx2a9q,Last Word: Arnold Palmer,video,https://www.facebook.com/nytimes/videos/10150911360259999/,2016-09-25 20:35:14,2133,118,657
5281959998_10150911356239999,Breaking News: Arnold Palmer has died. He was a champion golfer who became one of the most popular athletes in the world. But it was more than his scoring and shotmaking that captivated the sports world. It was how he played.,"Arnold Palmer, the Magnetic Face of Golf in the ’60s, Dies at 87",link,http://www.nytimes.com/2016/09/26/sports/golf/arnold-palmer-dies-at-87.html?smid=fb-nytimes&smtyp=cur,2016-09-25 20:19:51,2318,167,1401
5281959998_10150909561514999,"""The history of American cinema is also the history of American racism,"" NYT film critic Manohla Dargis writes.","Hollywood, Separate and Unequal",link,http://nyti.ms/2cLXTOQ,2016-09-25 19:55:00,344,29,80
5281959998_10150908696224999,"The chicken breast might get all the press, but it's the chicken thigh that really delivers in terms of flavor. (via The New York Times Food)",Our Best Chicken Thigh Recipes,link,http://cooking.nytimes.com/68861692-nyt-cooking/953799-our-best-chicken-thigh-recipes?smid=fb-nytimes&smtyp=cur,2016-09-25 18:55:00,789,50,348
5281959998_10150910948249999,"David Axelrod, a senior strategist for then-Senator Barack Obama,  spent much of 2008 ""thinking about how to deal with Hillary Clinton."" He says this is how she should handle Donald J. Trump.

Read on in The New York Times Opinion Section.",Hillary Clinton’s Final Exam,link,http://nyti.ms/2djWKjr,2016-09-25 17:55:00,1369,182,244
5281959998_10150911257779999,"As a teen, the Miami Marlins pitcher was jailed for trying to leave Cuba. He made it out on his fourth try, and saved his mother from drowning on their way to Mexico. And he was on a path to be an MLB great when he died Sunday, at age 24, in a boating accident.","After His Despair, Jose Fernandez Forged an Ebullient Life",link,http://nyti.ms/2dkE96W,2016-09-25 17:20:58,2003,147,649
5281959998_10150911188374999,"""I say what I mean,"" Amy Schumer told the crowd in D.C., ""so I probably won't be able to do this much longer.""","Review: As Amy Schumer Evolves, So Does Her Arena Show",link,http://nyti.ms/2dktN6T,2016-09-25 16:25:00,514,90,16
5281959998_10150911226199999,"Nahed Hattar, a prominent Jordanian writer, was killed Sunday morning, and The Times has been in Jordan talking with his family and members of the public gathered at large rallies. We were live in Amman a few hours ago with Hattar's brother, among others. Share your thoughts in the comments.",Nahed Hattar Killed,video,https://www.facebook.com/nytimes/videos/10150911226199999/,2016-09-25 16:19:44,731,507,338
5281959998_10150908697529999,"A favorite family casserole, updated by The New York Times Food.",Baked Spinach Rice Recipe,link,http://cooking.nytimes.com/recipes/1018297-baked-spinach-rice?smid=fb-nytimes&smtyp=cur,2016-09-25 15:55:00,427,23,210
5281959998_10150911194319999,"Americans should ""take a hard look"" and see Donald J. Trump for who he is, the Editorial Board writes in The New York Times Opinion Section.",Why Donald Trump Should Not Be President,link,http://nyti.ms/2dktSaK,2016-09-25 15:41:23,39231,2297,14417
5281959998_10150911177134999,"You need an annual income of $97,000 to be a 1-percenter in Holmes County, Mississippi.",Your Local 1-Percenters May Not Be as Rich as You Think,link,http://nyti.ms/2d1HjbN,2016-09-25 15:25:00,1000,134,351
5281959998_10150911148944999,He's huge in Minnesota. Huge.,"In an Era of Hyperbole, Paul Bunyan Is as Tall as Ever",link,http://nyti.ms/2dkkljZ,2016-09-25 14:55:01,310,22,71
5281959998_10150911081744999,"No debate has more resonance, or red flags, for Hillary Clinton and Donald J. Trump than the October 2000 showdown between Al Gore and George W. Bush.",The 2000 Debate,video,https://www.facebook.com/nytimes/videos/10150911081744999/,2016-09-25 14:25:00,949,170,212
5281959998_10150911053464999,"""My doctor did not directly link my stroke to overwork, but said it could have been aggravated by stress, overexertion and exhaustion.""",What I Learned From a Stroke at 26: Make Time to Untangle,link,http://nyti.ms/2dkaiLB,2016-09-25 13:55:01,1930,124,1229
5281959998_10150910962664999,"More than 65% of pregnant women in the U.S. use acetaminophen. It might increase the risk that children will develop asthma or ADHD.

Read on in The New York Times Opinion Section.",The Trouble With Tylenol and Pregnancy,link,http://nyti.ms/2cufqa0,2016-09-25 13:25:00,478,106,519
5281959998_10150910987719999,"""How the hell do you get from Freehold, N.J., to this in only 50 short years?"" Richard Ford asks. Bruce Springsteen tells us.",Richard Ford Reviews Bruce Springsteen’s Memoir,link,http://nyti.ms/2cWLszm,2016-09-25 12:55:02,349,31,95
5281959998_10150910979574999,"""I was a police chief in major cities for 17 years before I retired in January. This is the most challenging period I have ever witnessed."" — Charles H. Ramsey, former Philadelphia police commissioner 

Read on in The New York Times Opinion Section.",Where to Go From the Anger in Charlotte,link,http://nyti.ms/2cujIy7,2016-09-25 12:25:00,223,65,54
5281959998_10150911031134999,"We’re amid 30 acres of hemp for the first legal hemp harvest in New York in 80 years. NYT reporter Nilo Tabrizy is in Eaton, at JD Farms, to see what a hemp harvest looks like. Ask all of your hemp-related questions in the comments.

Read more: http://nyti.ms/2dkcAKI",At a Hemp Farm in New York,video,https://www.facebook.com/nytimes/videos/10150911031134999/,2016-09-25 11:58:30,3532,1188,1037
5281959998_10150911000439999,"It's China's ""eye in the sky.""","China Hunts for Scientific Glory, and Aliens, With New Telescope",link,http://nyti.ms/2dk4Lon,2016-09-25 11:55:02,1862,113,460
5281959998_10150911013524999,Donald J. Trump's team flatly denied that Gennifer Flowers would attend Trump's first debate with Hillary Clinton. Flowers's claims of an affair with Bill Clinton imperiled his 1992 presidential campaign.,"Gennifer Flowers at Debate? Just Making a Point, Says Team Trump",link,http://nyti.ms/2djW25T,2016-09-25 11:26:00,113,139,30
5281959998_1253434114701053,"This ricotta tart with lemon poppy crust is the only tart you need.

Get Melissa Clark's recipe: http://nyti.ms/2crGCet",How to Make a Ricotta Tart,video,https://www.facebook.com/nytimes/videos/1253434114701053/,2016-09-25 10:55:00,2148,139,809
5281959998_10150910977284999,"Nahed Hattar, a prominent Jordanian writer, was shot dead Sunday as he headed to court in Amman. Hattar had been heavily criticized over the past month after sharing a cartoon on Facebook. We are live now with Abdul Ilah Magali, who is at a demonstration discussing Hattar's legacy in Jordan.",,video,https://www.facebook.com/nytimes/videos/10150910977284999/,2016-09-25 10:39:00,1175,420,394
5281959998_10150910938104999,"""If Apple had deployed this technology 10 years ago, there would be more people alive today.""",Phone Makers Could Cut Off Drivers. So Why Don’t They?,link,http://nyti.ms/2djWvoj,2016-09-25 10:25:00,2746,302,997
5281959998_10150910965679999,Meet and greet dozens of Broadway stars at the Broadway Flea Market & Grand Auction in New York City. NYT reporter Erik Piepenburg is there to ask your questions.,The New York Times - Theater,video,https://www.facebook.com/nytimestheater/videos/1297237646955968/,2016-09-25 10:17:08,439,24,0
5281959998_10150910929394999,"Note to Hillary Clinton: You can be whip-smart in a presidential debate, yet still blow it spectacularly. Just ask Al Gore.",What Al Gore’s First Debate Against George W. Bush Can Teach Hillary Clinton,link,http://nyti.ms/2djUCrI,2016-09-25 09:55:01,1436,238,273
5281959998_10150910919499999,"Music defined Terence Crutcher's life, and it defined his farewell.","At Farewell for Black Driver Shot by Tulsa Officer, Music and Fond Memories",link,http://nyti.ms/2djTNPC,2016-09-25 09:25:02,258,42,47
5281959998_10150910920759999,"Breaking News: The Miami Marlins said on Sunday that Jose Fernandez, one of MLB's best pitchers, was killed in a boating accident.",Miami Marlins Say Jose Fernandez Has Died,link,http://nyti.ms/2djT2Gu,2016-09-25 08:58:29,427,89,278
5281959998_10150908695424999,An astonishingly flavorful fall soup. (via The New York Times Food),Thomas Keller’s Butternut Squash Soup With Brown Butter Recipe,link,http://cooking.nytimes.com/recipes/1857-thomas-kellers-butternut-squash-soup-with-brown-butter?smid=fb-nytimes&smtyp=cur,2016-09-25 06:55:00,1341,111,617
5281959998_10150910851314999,"We're walking through Zaatari refugee camp in Jordan, where Syrians fleeing the war have taken refuge since 2012.",,video,https://www.facebook.com/nytimes/videos/10150910851314999/,2016-09-25 06:26:06,2530,1662,781
5281959998_10150910385364999,"In the wake of the worst crash since the Great Depression, as the firm fended off investigations and criticism from Republicans and Democrats alike, the Clintons only drew Goldman Sachs closer.",2008 Crisis Deepened the Ties Between Clintons and Goldman Sachs,link,http://nyti.ms/2deZnCz,2016-09-25 04:25:00,306,150,144
5281959998_10150910366459999,"""Donald J. Trump has not yet done anything remotely like what he’ll be asked to do this week: stand there and argue with a seasoned politician about public policy for 90 minutes without any refuge or escape."" (via The New York Times Opinion Section)",The Debate Mismatch,link,http://nyti.ms/2cR3P82,2016-09-25 02:25:00,8611,945,1111
5281959998_10150910681639999,"More than 182 million young Indians will be eligible to enter the labor force by 2022, around half of them women, according to a prescriptive study by the government of India.

Most of the jobs require advanced skills and are in urban areas, while most of the potential labor force is untrained and lives in rural parts of the country. India’s National Skill Development Policy for 2015 aims to narrow the gap by encouraging young Indians to migrate from their homes for training and jobs in cities.

Researchers from Evidence for Policy Design at Harvard’s Kennedy School surveyed 1,946 women and 769 men who participated in the government’s training program and found it was relatively successful in finding jobs for young men and women, but few of the trainees kept at it.

■ More than 80% of men and 70% of women received job offers after training, but only 68% of men and 56% of women accepted.

■ A year after training, only 20% of women were still working, and 35% of men.

■ Women and men dropped out for different reasons. For women, the most common reason for refusing jobs was family pressure. Men dropped out because of low pay.

Source: National Policy for Skill Development and Entrepreneurship, 2015.

Earlier today we shared Ellen Barry's article on 2 sisters who moved to Bangalore this year to participate in the government training program. Read their story: http://nyti.ms/2dqvs6N",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150910681639999/?type=3,2016-09-25 00:55:00,396,28,96
5281959998_10150909574024999,"“Sometimes I feel like a jazz dropout, you know?”",Norah Jones Returns to Her Jazz Roots,link,http://nyti.ms/2cJvntN,2016-09-25 00:35:00,4782,95,514
5281959998_10150910704599999,"A 20-year-old man, identified as Arcan Cetin, was arrested in connection with a shooting that killed 5 people at the Cascade Mall in Burlington.","Man, 20, in Custody After Fatal Shooting of 5 People at Mall Outside Seattle",link,http://www.nytimes.com/2016/09/25/us/mall-shooting-washington-state.html?smid=fb-nytimes&smtyp=cur,2016-09-25 00:11:31,194,97,151
5281959998_10150910662154999,Michelle Obama hugs former President George W. Bush at the opening ceremony of the National Museum of African American History and Culture: http://nyti.ms/2dadYOj,Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150910662154999/?type=3,2016-09-24 22:50:00,24468,692,1574
5281959998_10150909616849999,"If you watched the first episode of Season 3 of ""Transparent,"" what did you think?",‘Transparent’ Season 3 Premiere: The Prophet Elizah,link,http://nyti.ms/2db1IP6,2016-09-24 22:40:00,182,24,21
5281959998_10150910658104999,"Update: A 20-year-old man was taken into custody in connection with a shooting at the Cascade Mall. The suspect was identified as Arcan Cetin of Oak Harbor, Washington.",Suspect Arrested in Shooting That Killed 5 at Mall in Washington State,link,http://nyti.ms/2cvAfqr,2016-09-24 22:23:21,836,693,985
5281959998_10150910638389999,"""Radio Raheem is now resting in power."" — Spike Lee","Bill Nunn, Who Played Radio Raheem in ‘Do the Right Thing,’ Dies at 63",link,http://nyti.ms/2d8ljMO,2016-09-24 21:46:16,1765,122,661
5281959998_10150910363389999,"""There are many excuses for failing to conduct ourselves with courtesy, for avoiding gatherings and conversations we don’t think we will enjoy, or for just putting on our pajamas and staying home. Too many of them boil down to just that one thing: We care more about ourselves than about the needs of others."" 

(Read on in The New York Times Opinion Section.)","Am I Introverted, or Just Rude?",link,http://nyti.ms/2cZK2Cv,2016-09-24 20:25:01,5820,585,2317
5281959998_10150910534374999,"Donald J. Trump threatened on Saturday to invite Gennifer Flowers, the woman whose claims of an affair with President Bill Clinton imperiled his 1992 presidential campaign, to sit in the audience Monday night for Trump’s first debate with Hillary Clinton.",Donald Trump’s Potential Guest at Debate: Gennifer Flowers,link,http://nyti.ms/2diY0mF,2016-09-24 18:55:00,1419,2811,1095
5281959998_10150910532044999,"Under intense pressure, police officials in Charlotte released dashboard and body camera recordings in the fatal police shooting of Keith Lamont Scott.",,video,https://www.facebook.com/nytimes/videos/10150910532044999/,2016-09-24 18:31:31,1013,1387,2523
5281959998_10150910434649999,"She's represented Johnny Depp, Jennifer Garner and Gwen Stefani. Now she's working for Angelina Jolie Pitt.",Angelina Jolie Turns to Divorce Specialist Laura Wasser,link,http://nyti.ms/2df9Z4p,2016-09-24 18:25:00,782,114,58
5281959998_10150910381144999,"It was a new low in a war that has killed nearly half a million people, displaced 20 times as many and stranded hundreds of thousands in besieged areas.",‘From Paradise to Hell’: How an Aid Convoy in Syria Was Blown Apart,link,http://nyti.ms/2cVum7h,2016-09-24 16:55:00,165,53,69
5281959998_10150910360374999,Voters used to trust men more than women to lead them in times of national security peril. Not anymore. (via The New York Times Opinion Section.),Can Hillary Clinton Keep You Safe?,link,http://nyti.ms/2cZwRTH,2016-09-24 16:25:00,1315,253,172
5281959998_10150910331064999,"In many ways, the Tulsa shooting was a familiar one: A white police officer. An unarmed black man shot dead. A disturbing confrontation captured on video.

But this time, the officer firing the deadly shot was a woman.",Rarity of Tulsa Shooting: Female Officers Are Almost Never Involved,link,http://nyti.ms/2ds8W0s,2016-09-24 15:55:00,285,193,62
5281959998_10150910438529999,Charlotte police have released dashboard and body camera recordings of the fatal police shooting of Keith Lamont Scott.,"Yielding to Pressure, Charlotte Releases Videos of Keith Scott Shooting",link,http://nyti.ms/2d80GAz,2016-09-24 15:46:35,1121,432,315
5281959998_10150910211014999,"""In the weeks after I learned that the breast cancer I have been in treatment for over the past year had spread to my bones ... finding the perfect living-room couch has begun to feel like the most important thing I’ve ever done.""",When a Couch Is More Than a Couch,link,http://nyti.ms/2czqZA2,2016-09-24 15:25:00,695,50,120
5281959998_10150910369224999,"“Hopefully this museum can help us talk to each other, and more importantly listen to each other, and most importantly, see each other,"" President Obama said.",Obama Says African-American Museum Will Tell of ‘Suffering and Delight’,link,http://nyti.ms/2dsbV9d,2016-09-24 14:55:00,2258,56,188
5281959998_10150910306084999,"Donald J. Trump has unleashed a blizzard of falsehoods, exaggerations and outright lies in the general election. Here's our analysis of 31 untruths from Sept. 15-21.",A Week of Whoppers From Donald Trump,link,http://nyti.ms/2ds3Jpj,2016-09-24 14:19:28,13816,1320,9793
5281959998_10150910178879999,"From instagram.com/nytarchives: Cat pictures are so 1933.

Photo: The New York Times","Instagram photo by New York Times Archives • Sep 24, 2016 at 1:34pm UTC",link,https://www.instagram.com/p/BKvZMjSAWZS/?taken-by=nytarchives,2016-09-24 13:55:00,767,42,106
5281959998_10150910317804999,"He found jihad on the internet, at a time when there was nothing particularly bad in his life, but nothing particularly good.",Journey From Class Clown to Suspect in Chelsea Bombing,link,http://nyti.ms/2deMit3,2016-09-24 13:25:00,140,72,22
5281959998_10150910279309999,2 sisters left their village this spring to work in a factory. Each had a secret. Each wanted something impossible.,Rural Indian Girls Chase Big-City Dreams,link,http://nyti.ms/2deAcQy,2016-09-24 12:55:00,674,83,167
5281959998_10150910295019999,A manhunt is underway for a gunman who the police say fatally shot 5 people at a mall outside of Seattle.,Police Hunt Gunman Who Killed 5 at Mall in Washington State,link,http://nyti.ms/2di5u52,2016-09-24 12:25:00,213,51,40
5281959998_10150910276284999,The first Clinton-Trump debate could pull a Super Bowl sized audience.,Clinton-Trump Debate Expected to Be Rare Draw in a Polarized Age,link,http://nyti.ms/2drYxS7,2016-09-24 11:44:01,822,179,133
5281959998_10150909578344999,"After returning from a honeymoon in the Dominican Republic, she asked to be tested for the Zika virus. It wasn't that easy.",Want a Zika Test? It’s Not Easy,link,http://nyti.ms/2cSTgVf,2016-09-24 11:27:07,127,34,41
5281959998_10150910251974999,"The NYT Editorial Board endorses Hillary Clinton for president: 

""We’re aiming ... to persuade those of you who are hesitating to vote for Mrs. Clinton — because you are reluctant to vote for a Democrat, or for another Clinton, or for a candidate who might appear, on the surface, not to offer change from an establishment that seems indifferent and a political system that seems broken.""",Hillary Clinton for President,link,http://nyti.ms/2cV5ufU,2016-09-24 11:03:52,45354,2594,10639
5281959998_10150910210174999,Our top 10 comments of the week.,‘I’m a White Lady. Perhaps That Is Why I Am Not Dead.’,link,http://nyti.ms/2difShy,2016-09-24 10:19:07,609,131,87
5281959998_10150909563879999,Put your old coffee grounds to good use.,Coffee Grounds May Filter Out Heavy Metals in Water,link,http://nyti.ms/2cXAt8P,2016-09-24 09:46:13,992,60,383
5281959998_10150910175599999,"Join us on a tour through Forced From Home, the Doctors Without Borders/ Médecins Sans Frontières (MSF) interactive exhibition, to understand a bit of what it is like to be a refugee in the present global crisis. An experienced MSF aid worker will be our guide. Tell us where you’d like to go and what you want to see throughout.",Video From The New York Times,video,https://www.facebook.com/nytvideo/videos/1759071214310393/,2016-09-24 09:01:34,911,36,0
5281959998_10150909597154999,"As she's proved time and time again, Naomi Campbell knows how to bounce back.",The Three-Decade Wild Ride of Supermodel Naomi Campbell Isn’t Slowing Down,link,http://nyti.ms/2dgYfPr,2016-09-24 08:26:00,352,29,39
5281959998_10150908655204999,"The perfect fall treat, from The New York Times Food.",How to Make Apple Cider Donuts,link,http://cooking.nytimes.com/recipes/1012927-apple-cider-doughnuts?smid=fb-nytimes&smtyp=cur,2016-09-24 07:55:00,1073,157,569
5281959998_10150909615614999,"Here's a 4-step approach to save, borrow and pay for college.",How to Pay for College With Less Stress,link,http://nyti.ms/2crs89E,2016-09-24 06:55:00,268,49,157
5281959998_10150910102629999,"We're at the Zaatari refugee camp in Jordan, where many Syrian families have taken refuge. We are speaking with a family that's been here since 2012. Join us and ask questions.",Zaatari Refugee Camp,video,https://www.facebook.com/nytimes/videos/10150910102629999/,2016-09-24 06:49:43,1734,1270,437
5281959998_10150909743144999,Because you've graduated from the microwave and mini-fridge life.,What to Cook in Your First Apartment,link,http://nyti.ms/2crJ53D,2016-09-24 05:55:00,787,118,287
5281959998_10150909741734999,Yahoo's Marissa Mayer had some unexpected bad news for her deal partners at Verizon.,What the Hacking at Yahoo Means for Verizon,link,http://nyti.ms/2crIOxs,2016-09-24 04:55:00,95,10,20
5281959998_10150909467109999,"Iran has more than $50 million worth of property in the U.S. And for nearly 40 years, the U.S. Department of State has been their management company.","$12 Million Iranian Embassy Is Empty, but the U.S. Cuts the Grass",link,http://nyti.ms/2dfVY2b,2016-09-24 03:55:00,378,59,100
5281959998_10150909595699999,"The runway was full of Prada's greatest hits and familiar reference points.

(via The New York Times Styles)",Reality Bites at Prada and Moschino,link,http://nyti.ms/2croIU6,2016-09-24 01:55:00,106,2,8
5281959998_10150909737964999,"A little sliver of Prague, Vrsovice, has become one of the capital's hippest neighborhoods.",Five Places to Go in Prague,link,http://nyti.ms/2crHfzG,2016-09-24 00:55:00,1312,209,368
5281959998_10150909740549999,Hundreds of Haitians are caught at the border as the U.S. stiffens its immigration policy.,"Haitians, After a Perilous Journey, Find Door to U.S. Abruptly Shut",link,http://nyti.ms/2crIbnS,2016-09-23 23:55:00,348,163,258
5281959998_10150909744969999,Taiwan made an unusual request to blur the pictures.,"For Taiwan, Google Images of Disputed Island Are Too Clear",link,http://nyti.ms/2crIzmc,2016-09-23 23:25:00,236,22,29
5281959998_10150909833019999,"Update: A shooting at a mall in Burlington, Wash., left 5 people dead and the police searching for the gunman.","5 Dead in Shooting at Mall in Washington State, Police Say",link,http://nyti.ms/2dhtppR,2016-09-23 22:55:04,542,253,718
5281959998_10150909584224999,Here's what our NYT Watching experts recommend this weekend.,What You Should Watch This Weekend,link,http://nyti.ms/2d6xKbV,2016-09-23 22:40:00,236,20,32
5281959998_10150909683414999,"There are 2 types of traffic: really bad and really, really bad.",The Bangladeshi Traffic Jam That Never Ends,link,http://nyti.ms/2dhc5kV,2016-09-23 22:25:01,1881,166,957
5281959998_10150909774944999,"The Smithsonian National Museum of African American History and Culture ""is a refutation of two and a half centuries of the misuse of history to reinforce a social order in which black people were enslaved, then systematically repressed and denied their rights when freed,"" Henry Louis Gates Jr. writes in The New York Times Opinion Section.",Henry Louis Gates Jr.: Restoring Black History,link,http://nyti.ms/2dhnS2y,2016-09-23 21:55:00,532,12,160
5281959998_10150909765924999,"When Donald J. Trump's high school came to Trump Tower seeking financial assistance, he gave a swift and firm response: No.",Donald Trump the Philanthropist Is Known for His Reluctance,link,http://nyti.ms/2dhmyg9,2016-09-23 21:25:00,859,270,320
5281959998_10150909751624999,An online campaign for 2 New Jersey men started as a show of thanks. A backlash developed just as quickly.,They Found Bombs on a Beer Run. What Gratitude Are They Owed?,link,http://nyti.ms/2crKbwl,2016-09-23 20:55:00,522,57,70
5281959998_10150909732369999,"Fewer Americans now believe in the myth about President Obama's birth, but it continues to linger among a subset of the public.",It Lives. Birtherism Is Diminished but Far From Dead.,link,http://nyti.ms/2crGDKz,2016-09-23 20:25:00,272,177,69
5281959998_10150909722079999,"Why women look mad when men look serious: “She’s a bitch, but he’s just having a bad day.” (via The New York Times Opinion Section)",Hillary Clinton’s ‘Angry’ Face,link,http://nyti.ms/2crGQNI,2016-09-23 19:55:00,5608,473,2871
5281959998_10150909707039999,"“It’s not that I want to hide anything,” the Charlotte police chief said. “It’s I want to be more thoughtful and deliberate in delivering the whole story.”",Charlotte Is Pressured to Release Police Video of Man’s Killing,link,http://nyti.ms/2dhcCD6,2016-09-23 19:25:00,280,124,62
5281959998_10150909689849999,"""Hillary Clinton arguably had one of her most effective public appearances in months,"" Susan Dominus writes.",Clinton Plays It Frosty Between the Ferns,link,http://nyti.ms/2dhcuUq,2016-09-23 18:55:00,9540,276,335
